indicator_id,target_id,indicator_name,definition,method,unit,direction,baseline_year,baseline_value,target_year,target_value,long_year,long_value,target_label,long_label,kind,source_page,source,source_url,update_cycle,custodian,status_override,is_headline,display,note,order
6-3-3,6-3,신규 오염물질 관리 항목 수,,,종,down,2019,56,,,,,,,모니터링,240,제4차 지속가능발전 기본계획,,,환경부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.240,200
6-4-1,6-4,상수도 누수율,,,%,down,2018,10.8,2030,9,2040,8,9.0%,8.0%,정량,242,제4차 지속가능발전 기본계획,,,환경부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.242,201
6-4-2,6-4,지방상수도 자급률,,,%,up,2018,53.9,2030,,2040,,지속 증가,지속 증가,정성,242,제4차 지속가능발전 기본계획,,,환경부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.242,202
6-4-3,6-4,하수처리수 재이용율,,,%,up,2018,15.5,2030,20.5,2040,25.5,20.5%,25.5%,정량,242,제4차 지속가능발전 기본계획,,,환경부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.242,203
6-5-1,6-5,서식 및 수변환경 평가지수 (HRI),,,,up,2017,,2030,,2040,,전체평균 B등급,전체평균 B등급,정성,243,제4차 지속가능발전 기본계획,,,환경부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.243,204
6-5-2,6-5,어류건강성 평가지수 (FAI),,,,up,2018,,2030,,2040,,전체평균 B등급,전체평균 B등급,정성,243,제4차 지속가능발전 기본계획,,,환경부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.243,205
6-5-3,6-5,습지와 습지보호지역 면적 증감,,,㎢,up,2020,3106,2030,,2040,,면적 지속 확대,면적 지속 확대,정성,243,제4차 지속가능발전 기본계획,,,환경부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.243,206
6-6-1,6-6,물 관련 행정기관위원회 운영 실적,,,회,up,2019,13.7,2030,,2040,,지속 확대,지속 확대,정성,244,제4차 지속가능발전 기본계획,,,환경부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.244,207
6-6-2,6-6,수질보전활동지원 예산 반영 비율,통계치 산출 필요,,%,up,,,2030,5,2040,,5.0%,지속 확대,정량,244,제4차 지속가능발전 기본계획,,,환경부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.244 · 통계치 산출 필요,208
7-1-1,7-1,에너지바우처 수급가구 수,,,%,up,2019,6.2,2030,100,2040,200,100만 가구,200만 가구,정량,250,제4차 지속가능발전 기본계획,,,산업통상자원부,,TRUE,TRUE,제4차 지속가능발전 기본계획 p.250,209
7-2-1,7-2,신･재생에너지 발전 비중,,,%,up,2018,8.88,2030,30,2040,35,30%,35.0%,정량,252,제4차 지속가능발전 기본계획,,,산업통상자원부,,TRUE,TRUE,제4차 지속가능발전 기본계획 p.252,210
7-2-2,7-2,1차 에너지 대비 신･재생에너지 비중,,,%,up,2018,5.8,2030,12,2040,17.6,12.0%,17.6%,정량,252,제4차 지속가능발전 기본계획,,,산업통상자원부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.252,211
7-3-1,7-3,국가에너지효율지표,,,toe/,up,2018,0.0979,2030,,2040,,추후 보완,추후 보완,정성,254,제4차 지속가능발전 기본계획,,,산업통상자원부·국토교통부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.254,212
7-3-2,7-3,건물에너지효율지표,현재 국내 통계로 산출 가능,,,down,,,2030,,2040,,2017년 대비 14.4% 저감,지속 저감,정성,254,제4차 지속가능발전 기본계획,,,산업통상자원부·국토교통부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.254 · 현재 국내 통계로 산출 가능,213
7-4-1,7-4,친환경차 확대 수,,,만대,up,2019,4.8,2030,300,2040,,300만대(누적),안정적 유지,정량,256,제4차 지속가능발전 기본계획,,,환경부·산업통상자원부·국토교통부·해양수산부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.256,214
7-4-2,7-4,운송부문 에너지 총소비량,,,,down,2018,42959,2030,,2040,,2017년 대비 14.4% 저감,2030년 대비 50.0% 저감,정성,256,제4차 지속가능발전 기본계획,,,환경부·산업통상자원부·국토교통부·해양수산부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.256,215
8-1-1,8-1,연간 1인당 실질 GDP 성장률,,,%,up,2019,2,2030,,2040,,지속 확대,지속 확대,정성,137,제4차 지속가능발전 기본계획,,,기획재정부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.137,216
8-2-1,8-2,"인구집단별 고용률 (성별, 연령별, 장애여부별)",,,,up,,,2030,,2040,,지속 확대,지속 확대,정성,139,제4차 지속가능발전 기본계획,,,고용노동부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.139,217
8-2-2,8-2,정규직 대비 비정규직 비율,,,%,down,2019,36.4,2030,,2040,,지속 감소,지속 감소,정성,139,제4차 지속가능발전 기본계획,,,고용노동부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.139,218
8-3-1,8-3,중소기업 및 소상공인 취업자 수,전국사업체조사(경제 총조사)를 활용하여 산출 기준 확정 필요,,,up,,,2030,,2040,,안정적 유지,안정적 유지,정성,143,제4차 지속가능발전 기본계획,,,중소벤처기업부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.143 · 전국사업체조사(경제 총조사)를 활용하여 산출 기준 확정 필요,219
8-3-2,8-3,창업기업 수,,,,up,2019,1285259,2030,,2040,,안정적 유지,안정적 유지,정성,143,제4차 지속가능발전 기본계획,,,중소벤처기업부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.143,220
8-4-1,8-4,남녀 임금격차,,,%,up,2018,67.8,2030,85.5,2040,,85.5%,지속 증가,정량,145,제4차 지속가능발전 기본계획,,,고용노동부·여성가족부,,TRUE,TRUE,제4차 지속가능발전 기본계획 p.145,221
8-5-1,8-5,이주노동자 고용 비율,,,,up,,,2030,,2040,,안정적 유지,안정적 유지,정성,148,제4차 지속가능발전 기본계획,,,고용노동부·법무부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.148,222
8-5-2,8-5,연소근로자 고용 비율,통계산출식 개발 필요,,,down,,,2030,,2040,,지속 감소,지속 감소,정성,148,제4차 지속가능발전 기본계획,,,고용노동부·법무부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.148 · 통계산출식 개발 필요,223
8-6-1,8-6,사고사망만인율,,,%,down,2019,0.46,2030,0.22,2040,,0.22%,지속 감소,정량,152,제4차 지속가능발전 기본계획,,,고용노동부,,TRUE,TRUE,제4차 지속가능발전 기본계획 p.152,224
8-6-2,8-6,전체 재해율,,,,down,,,2030,,2040,,지속 감소,지속 감소,정성,152,제4차 지속가능발전 기본계획,,,고용노동부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.152,225
9-1-1,9-1,도로 보급률,,,,up,2019,1.5,2030,,2040,,지속 증가,지속 증가,정성,160,제4차 지속가능발전 기본계획,,,국토교통부·통계청,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.160,226
9-1-2,9-1,일반국민대비 취약계층의 디지털 정보화 수준,,,%,up,2019,69.9,2030,,2040,,지속 증가,지속 증가,정성,160,제4차 지속가능발전 기본계획,,,국토교통부·통계청,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.160,227
9-2-1,9-2,부채가 있거나 신용대출을 이용하는 소규모 산업 비율,현재 통계 미구축 · 목표치 설정 불가 (통계 미구축),,,up,,,,,,,,,통계미구축,164,제4차 지속가능발전 기본계획,,,중소벤처기업부·금융위원회·산업통상자원부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.164 · 현재 통계 미구축 · 목표치 설정 불가 (통계 미구축),228
9-2-2,9-2,데이터산업 시장 규모,,,억원,up,2019,168693,,,,,,,모니터링,164,제4차 지속가능발전 기본계획,,,중소벤처기업부·금융위원회·산업통상자원부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.164,229
9-2-3,9-2,산업집중도,,,%,up,2015,50,,,,,,,모니터링,164,제4차 지속가능발전 기본계획,,,중소벤처기업부·금융위원회·산업통상자원부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.164,230
9-3-1,9-3,WEF 세계경쟁력보고서 혁신 역량부문 10개 지표의 점수,,,위,up,2019,13,,,,,,,모니터링,168,제4차 지속가능발전 기본계획,,,산업통상자원부·중소벤처기업부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.168,231
9-3-2,9-3,세계혁신지수(GII)의 종합점수 또는 혁신산출점수,,,위,up,2019,11,,,,,,,모니터링,168,제4차 지속가능발전 기본계획,,,산업통상자원부·중소벤처기업부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.168,232
9-4-1,9-4,GDP 대비 연구개발비,,,,up,2018,,,,,,,,모니터링,171,제4차 지속가능발전 기본계획,,,산업통상자원부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.171,233
9-4-2,9-4,경제활동 천 명당 (전일제) 연구자 수,,,명,up,2018,14.7,,,,,,,모니터링,171,제4차 지속가능발전 기본계획,,,산업통상자원부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.171,234
9-5-1,9-5,부가가치 단위당 이산화탄소 배출량,,,톤CO2eq./,down,2017,455.7,2030,,2040,,지속 감소,지속 감소,정성,175,제4차 지속가능발전 기본계획,,,산업통상자원부·환경부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.175,235
9-5-2,9-5,사업장배출시설계폐기물 재활용 비율,,,%,down,2018,81.63,2030,,2040,,지속 상승,지속 상승,정성,175,제4차 지속가능발전 기본계획,,,산업통상자원부·환경부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.175,236
